,Province,Year,Population,GDI,GEM,FemaleLE,MaleLE,FemaleASY,MaleASY,FemaleESY,MaleESY,FemaleEPC,MaleEPC,FemaleHDI,MaleHDI,FemaleSI,MaleSI,FemaleIP,MaleIP,FemaleMS,MaleMS,FemalePS,MalePS
0,Aceh,2010,4494400.0,89.05,53.4,71.09,67.17,7.76,8.57,13.21,12.61,6028110.0,11530830.0,63.47,71.27,0.31670000000000004,0.6833,0.057999999999999996,0.942,,,0.5114,0.48860000000000003
1,Aceh,2011,4619000.0,89.3,52.06,71.16,67.25,7.78,8.7,13.27,12.8,6284740.0,11618490.0,64.07,71.75,0.31670000000000004,0.6833,0.0435,0.9565,,,0.5376,0.46240000000000003
2,Aceh,2012,4715100.0,90.32,54.44,71.22,67.32,7.91,8.82,13.6,12.81,6552290.0,11706820.0,65.03,72.0,0.3214,0.6786,0.057999999999999996,0.942,,,0.5212,0.4788
3,Aceh,2013,4811100.0,90.61,59.78,71.3,67.4,8.02,8.88,13.63,13.11,6821870.0,11795150.0,65.68,72.49,0.3271,0.6729,0.1014,0.8986,,,0.5314,0.4686
4,Aceh,2014,4906800.0,91.5,65.12,71.34,67.44,8.33,9.12,13.75,13.33,7269080.0,11884150.0,66.89,73.1,0.3329,0.6671,0.1481,0.8519,,,0.5328,0.46719999999999995
5,Aceh,2015,5002000.0,92.07,65.57,71.49,67.59,8.4,9.16,14.05,13.43,7410720.0,11936790.0,67.54,73.36,0.3372,0.6628000000000001,0.1481,0.8519,0.1547,0.8452999999999999,0.5243,0.4757
6,Aceh,2016,5096200.0,91.89,67.4,71.52,67.61,8.54,9.19,14.11,13.67,7531000.0,12286000.0,67.94,73.94,0.34509999999999996,0.6549,0.16,0.84,0.1818,0.8182,0.517,0.483
7,Aceh,2017,5189500.0,91.67,66.28,71.55,67.62,8.62,9.36,14.32,13.95,7641000.0,12551000.0,68.41,74.63,0.3456,0.6544,0.1481,0.8519,0.20800000000000002,0.792,0.5471,0.45289999999999997
8,Aceh,2018,5281300.0,91.67,66.6,71.67,67.73,8.71,9.49,14.46,14.1,7853000.0,12917000.0,69.0,75.27,0.3457,0.6543,0.1481,0.8519,0.20559999999999998,0.7944,0.5468999999999999,0.45310000000000006
9,Aceh,2019,5371500.0,91.84,63.31,71.85,67.98,8.85,9.52,14.47,14.19,8212000.0,13496000.0,69.75,75.95,0.34590000000000004,0.6540999999999999,0.11109999999999999,0.8889,0.2613,0.7387,0.5392,0.4608
10,Aceh,2020,5274870.0,92.07,63.47,71.91,68.04,9.13,9.54,14.48,14.25,8103000.0,13351000.0,69.94,75.96,0.3483,0.6517,0.11109999999999999,0.8889,0.3261,0.6738999999999999,0.5273,0.4727
11,Aceh,2021,5333730.0,92.23,63.24,71.94,68.07,9.22,9.55,14.53,14.26,8162000.0,13484000.0,70.18,76.09,0.3467,0.6533,0.11109999999999999,0.8889,0.306,0.694,0.5442,0.4558
12,Bali,2010,3890800.0,90.9,58.53,72.59,68.73,6.81,8.63,11.46,11.95,10547530.0,14836600.0,67.05,73.76,0.3489,0.6511,0.0727,0.9273,,,0.43189999999999995,0.5681
13,Bali,2011,3957600.0,91.67,58.59,72.76,68.89,6.84,8.72,11.88,12.39,11258060.0,14884870.0,68.26,74.47,0.34909999999999997,0.6509,0.0727,0.9273,,,0.4132,0.5868
14,Bali,2012,4007200.0,92.78,58.49,72.91,69.06,7.12,8.99,12.08,12.42,12158060.0,15123500.0,69.66,75.08,0.3521,0.6478999999999999,0.0727,0.9273,,,0.395,0.605
15,Bali,2013,4056300.0,93.0,61.5,73.07,69.24,7.17,9.0,12.21,12.56,12480860.0,15361970.0,70.2,75.48,0.3558,0.6442,0.0909,0.9091,,,0.4179,0.5821000000000001
16,Bali,2014,4104899.9999999995,93.32,62.25,73.15,69.33,7.22,9.02,12.46,12.82,12804890.0,15468950.0,70.82,75.89,0.35960000000000003,0.6404,0.0909,0.9091,,,0.4436,0.5564
17,Bali,2015,4152800.0,92.71,62.99,73.31,69.49,7.33,9.18,12.59,13.31,12903310.0,15751160.0,71.26,76.87,0.3639,0.6361,0.0909,0.9091,0.2217,0.7783,0.4546,0.5454
18,Bali,2016,4200100.0,93.2,63.97,73.32,69.55,7.53,9.2,12.77,13.32,13063000.0,16001000.0,71.84,77.08,0.3739,0.6261,0.0909,0.9091,0.33020000000000005,0.6698,0.4928,0.5072
19,Bali,2017,4246500.0,93.7,63.76,73.35,69.58,7.75,9.35,13.13,13.33,13180000.0,16369000.0,72.62,77.5,0.3768,0.6232,0.0909,0.9091,0.25489999999999996,0.7451000000000001,0.44170000000000004,0.5583
20,Bali,2018,4292200.0,93.71,64.18,73.57,69.8,7.82,9.5,13.21,13.34,13439000.0,16711000.0,73.09,78.0,0.3787,0.6213,0.0909,0.9091,0.2108,0.7892,0.4558,0.5442
21,Bali,2019,4336900.0,93.72,72.27,73.89,70.11,8.03,9.66,13.22,13.38,13689000.0,17139000.0,73.69,78.63,0.3861,0.6139,0.1636,0.8364,0.23579999999999998,0.7642,0.4805,0.5195000000000001
22,Bali,2020,4317400.0,93.79,72.16,74.03,70.28,8.21,9.68,13.23,13.48,13465000.0,16940000.0,73.85,78.74,0.38549999999999995,0.6145,0.1636,0.8364,0.3638,0.6362,0.49119999999999997,0.5088
23,Bali,2021,4362740.0,94.01,72.17,74.17,70.39,8.36,9.76,13.37,13.49,13346000.0,16925000.0,74.17,78.9,0.3918,0.6082000000000001,0.1636,0.8364,0.3296,0.6704,0.5089,0.4911
24,Bangka-Belitung,2010,1223300.0,86.87,55.62,71.14,67.25,6.52,7.58,10.73,10.24,7023480.0,16214230.0,61.17,70.41,0.2335,0.7665,0.11109999999999999,0.8889,,,0.4637,0.5363
25,Bangka-Belitung,2011,1258200.0,87.1,56.03,71.3,67.42,6.64,7.69,10.9,10.5,7311730.0,16619840.0,62.0,71.18,0.2349,0.7651,0.11109999999999999,0.8889,,,0.5293,0.4707
26,Bangka-Belitung,2012,1286600.0,87.54,56.54,71.45,67.6,6.75,7.88,11.09,10.53,7611820.0,17035590.0,62.83,71.77,0.2361,0.7639,0.11109999999999999,0.8889,,,0.4573,0.5427
27,Bangka-Belitung,2013,1315100.0,87.73,57.29,71.61,67.77,6.92,7.95,11.13,10.79,7924220.0,17464280.0,63.58,72.47,0.2415,0.7585,0.11109999999999999,0.8889,,,0.4703,0.5297000000000001
28,Bangka-Belitung,2014,1343900.0,87.74,56.12,71.69,67.85,6.94,7.98,11.28,11.11,8085200.0,17507480.0,64.01,72.96,0.247,0.753,0.0889,0.9111,,,0.47869999999999996,0.5213000000000001
29,Bangka-Belitung,2015,1372800.0,88.37,56.29,71.85,68.01,7.14,7.99,11.7,11.45,8231719.999999999,17669740.0,64.98,73.53,0.25170000000000003,0.7483,0.0889,0.9111,0.2125,0.7875,0.4964,0.5036
30,Bangka-Belitung,2016,1401800.0,88.9,51.69,71.88,68.05,7.31,8.0,11.88,11.56,8386000.0,17865000.0,65.59,73.78,0.2569,0.7431,0.0444,0.9556,0.16649999999999998,0.8335,0.4899,0.5101
31,Bangka-Belitung,2017,1430900.0,88.93,54.91,71.89,68.08,7.48,8.1,12.0,11.66,8448000.0,18257000.0,66.02,74.24,0.26170000000000004,0.7383,0.0667,0.9333,0.24480000000000002,0.7552,0.4936,0.5064
32,Bangka-Belitung,2018,1459900.0,89.15,52.57,72.11,68.32,7.51,8.17,12.11,11.67,8820000.0,19060000.0,66.71,74.83,0.2638,0.7362,0.0444,0.9556,0.228,0.772,0.4894,0.5105999999999999
33,Bangka-Belitung,2019,1488800.0,89.0,52.96,72.46,68.63,7.54,8.38,12.13,11.78,9085000.0,19364000.0,67.23,75.54,0.26839999999999997,0.7316,0.0444,0.9556,0.2361,0.7639,0.5315,0.4685
34,Bangka-Belitung,2020,1455680.0,88.92,53.03,72.59,68.77,7.67,8.41,12.14,11.97,8987000.0,19075000.0,67.35,75.74,0.26890000000000003,0.7311,0.0444,0.9556,0.23190000000000002,0.7681,0.517,0.483
35,Bangka-Belitung,2021,1473160.0,89.11,57.49,72.7,68.86,7.82,8.42,12.21,12.11,9012000.0,19096000.0,67.69,75.96,0.26789999999999997,0.7321,0.0889,0.9111,0.2939,0.7061,0.541,0.45899999999999996
36,Banten,2010,10632200.0,90.22,65.66,70.48,66.6,7.2,8.53,11.36,10.71,8761320.0,15742210.0,64.72,71.74,0.2924,0.7076,0.1882,0.8118,,,0.3969,0.6031
37,Banten,2011,10943800.0,90.22,66.58,70.66,66.78,7.22,8.65,11.6,11.2,9109280.0,15774180.0,65.48,72.57,0.2954,0.7046,0.1882,0.8118,,,0.41009999999999996,0.5899000000000001
38,Banten,2012,11198600.0,90.28,65.53,70.84,66.97,7.5,8.7,11.85,11.73,9131240.0,15806210.0,66.2,73.33,0.2956,0.7044,0.1765,0.8235,,,0.3934,0.6066
39,Banten,2013,11452500.0,90.31,65.49,71.02,67.15,7.56,8.75,12.1,12.0,9153210.0,15838250.0,66.65,73.8,0.2975,0.7025,0.1765,0.8235,,,0.38170000000000004,0.6183
40,Banten,2014,11704900.0,90.99,66.91,71.11,67.24,7.6,8.76,12.32,12.29,9651110.0,15870340.0,67.5,74.19,0.2994,0.7006,0.1765,0.8235,,,0.4107,0.5892999999999999
41,Banten,2015,11955200.0,91.11,67.94,71.41,67.54,7.66,8.86,12.47,12.3,9728960.0,16092550.0,67.96,74.59,0.3034,0.6966,0.1882,0.8118,0.1613,0.8387,0.4132,0.5868
42,Banten,2016,12203100.0,90.97,69.14,71.44,67.54,7.82,8.9,12.6,12.79,9922000.0,16306000.0,68.5,75.3,0.3105,0.6895,0.1882,0.8118,0.25329999999999997,0.7467,0.4448,0.5552
43,Banten,2017,12448200.0,91.14,70.0,71.47,67.57,7.98,9.07,12.77,12.8,10031000.0,16588000.0,68.99,75.7,0.31129999999999997,0.6887000000000001,0.2,0.8,0.24760000000000001,0.7524,0.42840000000000006,0.5715999999999999
44,Banten,2018,12689700.0,91.3,72.75,71.62,67.72,8.04,9.18,12.9,12.81,10351000.0,17132000.0,69.59,76.22,0.3129,0.6871,0.2353,0.7646999999999999,0.2848,0.7152000000000001,0.4202,0.5798
45,Banten,2019,12927300.0,91.67,68.83,71.81,67.97,8.24,9.22,12.98,12.82,10593000.0,17532000.0,70.23,76.61,0.31620000000000004,0.6838,0.1765,0.8235,0.2688,0.7312000000000001,0.4318,0.5682
46,Banten,2020,11904560.0,91.74,68.76,71.93,68.08,8.45,9.33,12.99,12.89,10309000.0,17027000.0,70.29,76.62,0.31739999999999996,0.6826000000000001,0.1765,0.8235,0.3389,0.6611,0.4397,0.5603
47,Banten,2021,12061480.0,91.83,69.09,71.99,68.15,8.46,9.37,13.16,12.9,10371000.0,17253000.0,70.56,76.84,0.3195,0.6805,0.1765,0.8235,0.34259999999999996,0.6574,0.4572,0.5428
48,Bengkulu,2010,1715500.0,88.88,68.5,69.81,65.92,7.25,8.25,11.74,11.45,6604590.0,12334860.0,61.92,69.67,0.3319,0.6681,0.1778,0.8222,,,0.4866,0.5134000000000001
49,Bengkulu,2011,1753000.0,89.47,69.33,69.98,66.08,7.32,8.34,11.93,11.83,6975110.0,12335040.0,62.88,70.28,0.3321,0.6678999999999999,0.1778,0.8222,,,0.5013000000000001,0.4986999999999999
50,Bengkulu,2012,1783700.0,90.51,69.57,70.16,66.26,7.54,8.48,12.57,11.85,6975110.0,12335210.0,63.86,70.55,0.33490000000000003,0.6651,0.1778,0.8222,,,0.5007,0.49929999999999997
51,Bengkulu,2013,1814400.0,90.55,73.45,70.32,66.43,7.57,8.58,12.95,12.62,7366400.0,12493330.0,64.93,71.71,0.3381,0.6618999999999999,0.22219999999999998,0.7778,,,0.5166,0.48340000000000005
52,Bengkulu,2014,1844800.0,91.02,68.76,70.35,66.47,7.88,8.67,13.19,12.86,7489390.0,12653460.0,65.72,72.21,0.34340000000000004,0.6566,0.15560000000000002,0.8444,,,0.5075,0.49250000000000005
53,Bengkulu,2015,1874900.0,91.38,68.86,70.48,66.6,7.89,8.7,13.56,12.87,7492370.0,12753060.0,66.16,72.4,0.35100000000000003,0.649,0.15560000000000002,0.8444,0.2594,0.7405999999999999,0.5227,0.47729999999999995
54,Bengkulu,2016,1904800.0,91.06,71.09,70.49,66.62,8.01,8.72,13.57,13.2,7705000.0,13273000.0,66.61,73.15,0.35109999999999997,0.6489,0.1778,0.8222,0.22329999999999997,0.7767000000000001,0.5091,0.4909
55,Bengkulu,2017,1934300.0,91.34,71.4,70.51,66.64,8.16,8.76,13.86,13.29,7811000.0,13683000.0,67.22,73.59,0.3521,0.6478999999999999,0.1778,0.8222,0.1998,0.8002,0.4899,0.5101
56,Bengkulu,2018,1963300.0,91.37,69.6,70.76,66.89,8.28,8.93,13.98,13.3,8014000.0,14197000.0,67.87,74.28,0.35240000000000005,0.6476,0.15560000000000002,0.8444,0.22870000000000001,0.7713,0.4902,0.5098
57,Bengkulu,2019,1991800.0,91.19,69.78,71.13,67.28,8.34,9.1,13.99,13.38,8207000.0,14538000.0,68.38,74.99,0.3525,0.6475,0.15560000000000002,0.8444,0.2814,0.7186,0.5267000000000001,0.47329999999999994
58,Bengkulu,2020,2010670.0,91.0,70.48,71.27,67.47,8.5,9.18,14.0,13.56,8159000.0,14510000.0,68.57,75.35,0.35240000000000005,0.6476,0.1628,0.8371999999999999,0.24670000000000003,0.7533,0.519,0.481
59,Bengkulu,2021,2032940.0,91.16,70.22,71.4,67.54,8.59,9.19,14.06,13.62,8233000.0,14689000.0,68.89,75.57,0.3507,0.6493,0.1591,0.8409,0.2566,0.7434000000000001,0.5131,0.4869
60,Gorontalo,2010,1040200.0,83.26,61.35,68.41,64.51,7.08,6.62,11.48,10.74,3704890.0,10640310.0,53.83,64.66,0.23399999999999999,0.766,0.2,0.8,,,0.5498,0.45020000000000004
61,Gorontalo,2011,1062600.0,84.19,62.12,68.59,64.68,7.12,6.65,12.24,11.13,3894260.0,11184170.0,55.31,65.69,0.23870000000000002,0.7613,0.2,0.8,,,0.5392,0.4608
62,Gorontalo,2012,1080300.0,84.54,62.08,68.77,64.84,7.15,6.66,12.47,11.45,4093310.0,11755830.0,56.29,66.59,0.24350000000000002,0.7565,0.2,0.8,,,0.5761999999999999,0.42380000000000007
63,Gorontalo,2013,1098000.0,84.57,60.89,68.94,65.0,7.19,6.67,12.49,11.77,4302530.0,12356710.0,57.08,67.49,0.2464,0.7536,0.1778,0.8222,,,0.5663,0.4337
64,Gorontalo,2014,1115600.0,85.09,67.36,69.03,65.08,7.22,6.7,12.91,12.08,4522450.0,12988300.0,58.17,68.36,0.2494,0.7505999999999999,0.2667,0.7333000000000001,,,0.5819,0.4181
65,Gorontalo,2015,1133200.0,85.87,69.26,69.14,65.2,7.34,6.76,13.23,12.19,4634030.0,13015770.0,58.95,68.65,0.2505,0.7495,0.2889,0.7111000000000001,0.4328,0.5671999999999999,0.5853,0.41469999999999996
66,Gorontalo,2016,1150800.0,86.12,69.7,69.16,65.22,7.41,6.82,13.4,12.41,4749000.0,13156000.0,59.5,69.09,0.2554,0.7445999999999999,0.2889,0.7111000000000001,0.3652,0.6348,0.5954999999999999,0.4045000000000001
67,Gorontalo,2017,1168200.0,86.64,71.09,69.2,65.22,7.56,6.98,13.5,12.54,4995000.0,13552000.0,60.4,69.71,0.261,0.739,0.2955,0.7045,0.3729,0.6271,0.5772999999999999,0.4227000000000001
68,Gorontalo,2018,1185500.0,86.63,71.23,69.53,65.51,7.76,7.14,13.51,12.77,5126000.0,13860000.0,61.09,70.52,0.2645,0.7355,0.2889,0.7111000000000001,0.3947,0.6053,0.5801,0.41990000000000005
69,Gorontalo,2019,1202600.0,86.83,70.67,69.94,66.01,8.0,7.37,13.54,12.78,5271000.0,14186000.0,61.9,71.29,0.2693,0.7307,0.2667,0.7333000000000001,0.4582,0.5418000000000001,0.5736,0.4264
70,Gorontalo,2020,1171680.0,86.73,70.74,70.09,66.14,8.09,7.53,13.55,12.8,5252000.0,14079000.0,62.03,71.52,0.2703,0.7297,0.2667,0.7333000000000001,0.5043,0.49570000000000003,0.5731,0.42689999999999995
71,Gorontalo,2021,1180950.0,87.5,70.4,70.21,66.27,8.22,7.58,13.79,12.81,5394000.0,14211000.0,62.77,71.74,0.26899999999999996,0.7310000000000001,0.2667,0.7333000000000001,0.39799999999999996,0.6020000000000001,0.5878,0.4122
72,Indonesia,2010,237641300.0,89.42,68.15,71.83,67.89,6.89,7.91,11.37,11.2,7570960.0,13856370.0,63.43,70.94,0.335,0.665,0.17489999999999997,0.8251000000000001,,,0.44020000000000004,0.5598
73,Indonesia,2011,241990500.0,89.52,69.14,72.02,68.09,6.96,7.98,11.56,11.41,7688350.0,13984250.0,63.96,71.45,0.34159999999999996,0.6584000000000001,0.17489999999999997,0.8251000000000001,,,0.4575,0.5425
74,Indonesia,2012,245425200.0,90.07,70.07,72.22,68.29,7.03,8.06,11.75,11.63,8062860.0,14113320.0,64.83,71.98,0.34700000000000003,0.653,0.1804,0.8196,,,0.4522,0.5478000000000001
75,Indonesia,2013,248818100.0,90.19,70.46,72.41,68.49,7.09,8.14,12.13,12.07,8189480.0,14131700.0,65.56,72.69,0.3517,0.6483,0.1804,0.8196,,,0.4482,0.5518000000000001
76,Indonesia,2014,252164800.0,90.34,70.68,72.59,68.87,7.23,8.24,12.4,12.37,8316459.999999999,14150080.0,66.27,73.36,0.3564,0.6436,0.1732,0.8268,,,0.4561,0.5439
77,Indonesia,2015,255461700.0,91.03,70.83,72.78,68.93,7.35,8.35,12.68,12.42,8464160.0,14163150.0,66.98,73.58,0.3603,0.6396999999999999,0.1732,0.8268,0.2232,0.7767999999999999,0.4603,0.5397000000000001
78,Indonesia,2016,258705000.0,90.82,71.39,72.8,69.09,7.5,8.41,12.79,12.67,8591000.0,14554000.0,67.44,74.26,0.3642,0.6357999999999999,0.1732,0.8268,0.23600000000000002,0.764,0.47590000000000005,0.5241
79,Indonesia,2017,261890900.0,90.96,71.74,73.06,69.16,7.65,8.56,12.93,12.78,8752000.0,14932000.0,68.08,74.85,0.36619999999999997,0.6338,0.1732,0.8268,0.2656,0.7343999999999999,0.4631,0.5368999999999999
80,Indonesia,2018,265015300.0,90.99,72.1,73.19,69.3,7.72,8.62,12.99,12.84,9042000.0,15546000.0,68.63,75.43,0.36700000000000005,0.633,0.1732,0.8268,0.2875,0.7125,0.4702,0.5298
81,Indonesia,2019,268074599.99999997,91.07,75.24,73.33,69.44,7.89,8.81,13.03,12.87,9244000.0,15866000.0,69.18,75.96,0.371,0.629,0.2052,0.7948,0.3037,0.6962999999999999,0.4746,0.5254
82,Indonesia,2020,270203920.0,91.06,75.57,73.46,69.59,8.07,8.9,13.04,12.93,9004000.0,15463000.0,69.19,75.98,0.3726,0.6274,0.2109,0.7891,0.3308,0.6692,0.4876,0.5124
83,Indonesia,2021,272682520.0,91.27,76.26,73.55,69.67,8.17,8.92,13.22,12.95,9050000.0,15770000.0,69.59,76.25,0.3722,0.6278,0.2189,0.7811,0.325,0.675,0.4999,0.5001
84,Jakarta Raya,2010,9607800.0,93.76,73.23,73.65,69.86,9.85,10.88,11.55,12.22,14999550.0,19429050.0,74.98,79.98,0.3591,0.6409,0.23399999999999999,0.766,,,0.4338,0.5662
85,Jakarta Raya,2011,9752100.0,93.76,74.7,73.8,70.02,9.87,10.95,11.63,12.24,15031720.0,19494920.0,75.19,80.19,0.3653,0.6347,0.2447,0.7553,,,0.4253,0.5747
86,Jakarta Raya,2012,9862100.0,94.11,76.14,73.96,70.19,9.88,10.96,11.78,12.26,15312410.0,19561010.0,75.61,80.35,0.3655,0.6345000000000001,0.2447,0.7553,,,0.48829999999999996,0.5117
87,Jakarta Raya,2013,9969900.0,94.26,77.43,74.12,70.36,9.9,10.97,12.22,12.28,15598350.0,20741160.0,76.35,81.0,0.36719999999999997,0.6328,0.2717,0.7283,,,0.42469999999999997,0.5753
88,Jakarta Raya,2014,10075300.0,94.6,71.19,74.2,70.44,10.09,10.99,12.3,12.47,15876090.0,20757690.0,76.88,81.27,0.369,0.631,0.17920000000000003,0.8208,,,0.4296,0.5704
89,Jakarta Raya,2015,10177900.0,94.72,71.41,74.36,70.6,10.2,11.21,12.53,12.61,16080730.0,20761300.0,77.45,81.77,0.3754,0.6246,0.17920000000000003,0.8208,0.2351,0.7649,0.44689999999999996,0.5531
90,Jakarta Raya,2016,10277600.0,94.98,72.14,74.41,70.72,10.42,11.34,12.8,12.68,16284000.0,21247000.0,78.15,82.28,0.3757,0.6243000000000001,0.1887,0.8113,0.24239999999999998,0.7576,0.4329,0.5670999999999999
91,Jakarta Raya,2017,10374200.0,94.7,72.34,74.41,70.78,10.61,11.43,12.81,12.96,16433000.0,21620000.0,78.48,82.87,0.3774,0.6226,0.1887,0.8113,0.3031,0.6969000000000001,0.43520000000000003,0.5648
92,Jakarta Raya,2018,10467600.0,94.7,73.68,74.56,70.87,10.63,11.46,12.91,12.99,16762000.0,22345000.0,78.87,83.28,0.37799999999999995,0.6220000000000001,0.1981,0.8019000000000001,0.3016,0.6984,0.4732,0.5267999999999999
93,Jakarta Raya,2019,10557800.0,94.71,75.14,74.68,70.96,10.65,11.47,12.93,13.0,17087000.0,22912000.0,79.16,83.58,0.37939999999999996,0.6206,0.217,0.783,0.35960000000000003,0.6404,0.449,0.5509999999999999
94,Jakarta Raya,2020,10562090.0,94.63,75.16,74.8,71.1,10.76,11.5,12.94,13.09,16742000.0,22614000.0,79.17,83.66,0.38060000000000005,0.6194,0.217,0.783,0.3419,0.6581,0.461,0.5389999999999999
95,Jakarta Raya,2021,10609680.0,94.84,75.42,74.91,71.21,10.83,11.52,13.03,13.1,16993000.0,22910000.0,79.54,83.87,0.3836,0.6164000000000001,0.217,0.783,0.33149999999999996,0.6685000000000001,0.4929,0.5071
96,Jambi,2010,3092300.0,83.04,57.91,71.88,67.99,6.7,7.96,11.45,11.24,4751460.0,12063980.0,57.98,69.82,0.2724,0.7276,0.11109999999999999,0.8889,,,0.4378,0.5622
97,Jambi,2011,3167600.0,83.94,58.89,72.03,68.14,6.89,8.05,11.66,11.54,5295580.0,13276690.0,59.8,71.24,0.2738,0.7262,0.11109999999999999,0.8889,,,0.5173,0.4827
98,Jambi,2012,3227100.0,85.91,61.52,72.18,68.3,7.12,8.24,11.87,11.58,5902010.0,13492070.0,61.64,71.75,0.2762,0.7238,0.1333,0.8667,,,0.48619999999999997,0.5138
99,Jambi,2013,3286100.0,87.69,66.19,72.33,68.46,7.3,8.28,12.31,12.03,6579620.0,13710950.0,63.6,72.53,0.2801,0.7199,0.1778,0.8222,,,0.4935,0.5065
100,Jambi,2014,3344400.0,87.88,61.93,72.41,68.54,7.37,8.44,12.5,12.27,6822350.0,13933380.0,64.32,73.19,0.284,0.716,0.1273,0.8727,,,0.4888,0.5112
101,Jambi,2015,3402100.0,88.44,62.43,72.54,68.67,7.44,8.46,12.88,12.28,6841430.0,14013260.0,64.87,73.35,0.2882,0.7118,0.1273,0.8727,0.248,0.752,0.4866,0.5134000000000001
102,Jambi,2016,3458900.0,88.29,63.14,72.62,68.69,7.63,8.5,12.89,12.57,7001000.0,14547000.0,65.4,74.07,0.29469999999999996,0.7053,0.1273,0.8727,0.1916,0.8084,0.4979,0.5021
103,Jambi,2017,3515000.0,88.13,65.32,72.67,68.75,7.7,8.59,13.04,12.72,7081000.0,14962000.0,65.78,74.64,0.2987,0.7013,0.14550000000000002,0.8545,0.185,0.815,0.5191,0.4809
104,Jambi,2018,3570300.0,88.44,67.78,72.8,68.89,7.77,8.67,13.15,12.73,7367000.0,15522000.0,66.47,75.16,0.3009,0.6991,0.1698,0.8302,0.2468,0.7532,0.5357999999999999,0.46420000000000006
